Order_ID,Customer_ID,Order_Date,Product,Category,Region,Quantity,Unit_Price,Payment_Method,Marketing_Channel,Gross_Amount,Discount,Revenue,Cost,Profit,Payment_Status,Lost_Revenue_Payment,Delivery_Days,Order_Status,Lost_Revenue_Return,Last_Purchase_Days,Customer_Rating,Customer_Segment,Discount_Leak,Potential_Revenue_Leak
ORD00022,CUST08667,2025-01-01 10:30:00,Shoes,Fashion,South,2,14065,Credit Card,Referral,28130,20,22504.0,16172.463599228558,6331.536400771442,Success,0.0,11,Completed,0.0,112,1.7,At Risk,0.0,0.0
ORD00023,CUST09275,2025-01-01 11:00:00,TV,Accessories,South,3,23428,Debit Card,Google,70284,10,63255.6,52876.39006552526,10379.20993447474,Success,0.0,1,Completed,0.0,164,3.0,High Value At Risk,0.0,0.0
ORD00024,CUST02559,2025-01-01 11:30:00,Watch,Fashion,South,4,10417,UPI,Email,41668,0,41668.0,34920.04885171797,6747.951148282031,Success,0.0,13,Completed,0.0,117,3.1,High Value At Risk,0.0,0.0
ORD00025,CUST07850,2025-01-01 12:00:00,Watch,Home,North,2,36661,UPI,Direct,73322,25,54991.5,35147.6972534685,19843.802746531503,Success,0.0,11,Completed,0.0,36,2.9,High Value,0.0,0.0
ORD00026,CUST02048,2025-01-01 12:30:00,TV,Accessories,West,2,31035,UPI,Referral,62070,30,43449.0,26767.277153676954,16681.722846323046,Success,0.0,4,Completed,0.0,13,1.1,High Value,0.0,0.0
ORD00027,CUST02748,2025-01-01 13:00:00,Watch,Home,North,4,40118,Debit Card,Referral,160472,20,128377.6,81053.35537675298,47324.244623247025,Success,0.0,4,Completed,0.0,27,4.4,High Value,0.0,0.0
ORD00028,CUST09168,2025-01-01 13:30:00,Laptop,Home,North,4,32607,UPI,Email,130428,30,91299.59999999999,64060.796228093626,27238.803771906365,Success,0.0,8,Completed,0.0,180,1.6,High Value At Risk,0.0,0.0
ORD00029,CUST09999,2025-01-01 14:00:00,Watch,Electronics,West,1,49493,Debit Card,Instagram,49493,15,42069.049999999996,32919.62196079134,9149.428039208658,Success,0.0,3,Completed,0.0,125,4.2,High Value At Risk,0.0,0.0
ORD00030,CUST00190,2025-01-01 14:30:00,Shoes,Fashion,South,4,21312,Debit Card,Instagram,85248,10,76723.2,45981.99034454719,30741.20965545281,Success,0.0,7,Completed,0.0,53,2.3,High Value,0.0,0.0
ORD00031,CUST02735,2025-01-01 15:00:00,Shoes,Fashion,East,4,37834,Debit Card,Email,151336,20,121068.8,90857.4473549746,30211.3526450254,Success,0.0,4,Completed,0.0,111,4.0,High Value At Risk,0.0,0.0
ORD00032,CUST03006,2025-01-01 15:30:00,Laptop,Home,East,1,2763,Credit Card,Email,2763,10,2486.7000000000003,1787.3997361208392,699.3002638791611,Success,0.0,11,Completed,0.0,7,3.2,Regular,0.0,0.0
ORD00033,CUST04659,2025-01-01 16:00:00,Headphones,Home,East,1,15293,Net Banking,Google,15293,25,11469.75,8058.503952800087,3411.246047199913,Success,0.0,7,Completed,0.0,50,1.0,Regular,0.0,0.0
ORD00034,CUST01900,2025-01-01 16:30:00,Smartphone,Home,East,3,5648,Debit Card,Instagram,16944,20,13555.2,10772.421504655988,2782.778495344013,Success,0.0,6,Completed,0.0,41,2.8,Regular,0.0,0.0
ORD00035,CUST07735,2025-01-01 17:00:00,Kitchen Appliance,Home,South,2,14231,Net Banking,Referral,28462,10,25615.8,18340.325928058035,7275.474071941964,Success,0.0,4,Completed,0.0,7,4.0,Regular,0.0,0.0
ORD00036,CUST01268,2025-01-01 17:30:00,Furniture,Electronics,North,2,37763,Debit Card,Email,75526,10,67973.40000000001,44490.221625014026,23483.178374985982,Success,0.0,14,Completed,0.0,10,2.7,High Value,0.0,0.0
ORD00037,CUST01529,2025-01-01 18:00:00,Headphones,Home,West,2,1979,Net Banking,Direct,3958,10,3562.2000000000003,2994.614815524738,567.5851844752624,Success,0.0,4,Completed,0.0,176,4.9,At Risk,0.0,0.0
ORD00038,CUST03557,2025-01-01 18:30:00,Furniture,Home,South,1,49330,Debit Card,Email,49330,5,46863.5,32787.49447195641,14076.005528043592,Success,0.0,1,Completed,0.0,108,1.4,High Value At Risk,0.0,0.0
ORD00039,CUST03891,2025-01-01 19:00:00,Furniture,Home,North,1,32931,Debit Card,Direct,32931,15,27991.35,23534.753520837432,4456.5964791625665,Success,0.0,11,Completed,0.0,70,2.3,Regular,0.0,0.0
ORD00040,CUST08839,2025-01-01 19:30:00,Shoes,Accessories,South,1,995,Credit Card,Referral,995,5,945.25,685.859168268577,259.39083173142296,Success,0.0,6,Completed,0.0,26,3.9,Regular,0.0,0.0
ORD00041,CUST05394,2025-01-01 20:00:00,Laptop,Accessories,South,3,38053,Debit Card,Referral,114159,20,91327.20000000001,70754.02779725552,20573.172202744492,Success,0.0,9,Completed,0.0,128,1.0,High Value At Risk,0.0,0.0
ORD00042,CUST08793,2025-01-01 20:30:00,Kitchen Appliance,Accessories,West,1,19189,Credit Card,Direct,19189,25,14391.75,10748.500942107372,3643.249057892628,Success,0.0,2,Completed,0.0,24,2.0,Regular,0.0,0.0
ORD00043,CUST08434,2025-01-01 21:00:00,Smartphone,Accessories,West,4,42655,Debit Card,Email,170620,25,127965.0,93403.29934311922,34561.700656880785,Success,0.0,4,Completed,0.0,81,4.8,High Value,0.0,0.0
ORD00044,CUST07514,2025-01-01 21:30:00,TV,Fashion,West,4,38589,UPI,Instagram,154356,10,138920.4,98974.35706956194,39946.04293043805,Success,0.0,3,Completed,0.0,32,2.8,High Value,0.0,0.0
ORD00045,CUST02613,2025-01-01 22:00:00,Watch,Accessories,North,2,35608,Net Banking,Instagram,71216,10,64094.4,49208.538677203884,14885.861322796118,Success,0.0,13,Completed,0.0,57,1.1,High Value,0.0,0.0
ORD00046,CUST07042,2025-01-01 22:30:00,Shoes,Accessories,North,1,22558,Net Banking,Email,22558,25,16918.5,13358.40250519596,3560.0974948040403,Success,0.0,4,Completed,0.0,101,3.3,At Risk,0.0,0.0
ORD00047,CUST09556,2025-01-01 23:00:00,Smartphone,Accessories,West,3,11334,Debit Card,Instagram,34002,20,27201.600000000002,22208.517057403697,4993.082942596306,Success,0.0,6,Completed,0.0,86,1.5,Regular,0.0,0.0
ORD00048,CUST06236,2025-01-01 23:30:00,Smartphone,Fashion,South,4,14990,Credit Card,Email,59960,25,44970.0,27476.753704972492,17493.246295027508,Success,0.0,7,Completed,0.0,179,2.9,High Value At Risk,0.0,0.0
ORD00049,CUST05487,2025-01-02 00:00:00,Headphones,Home,North,3,31394,UPI,Email,94182,0,94182.0,63659.88570284081,30522.11429715919,Success,0.0,13,Completed,0.0,177,1.9,High Value At Risk,0.0,0.0
ORD00050,CUST07100,2025-01-02 00:30:00,TV,Fashion,North,4,20375,Credit Card,Referral,81500,10,73350.0,43045.819442103755,30304.180557896245,Success,0.0,5,Returned,73350.0,1,1.4,High Value,0.0,73350.0
ORD00051,CUST09671,2025-01-02 01:00:00,Headphones,Electronics,West,4,47325,Debit Card,Direct,189300,10,170370.0,131288.25166353336,39081.74833646664,Success,0.0,1,Returned,170370.0,53,3.1,High Value,0.0,170370.0
ORD00052,CUST00776,2025-01-02 01:30:00,Headphones,Electronics,South,1,32168,Credit Card,Instagram,32168,5,30559.6,19014.715344989687,11544.884655010312,Success,0.0,2,Completed,0.0,5,3.8,High Value,0.0,0.0
ORD00053,CUST08227,2025-01-02 02:00:00,Headphones,Accessories,West,4,44731,UPI,Instagram,178924,25,134193.0,103397.99054017551,30795.00945982449,Success,0.0,14,Cancelled,0.0,73,2.6,High Value,0.0,0.0
ORD00054,CUST03153,2025-01-02 02:30:00,Headphones,Electronics,East,4,39229,Debit Card,Direct,156916,5,149070.19999999998,87084.55757507049,61985.642424929494,Success,0.0,12,Returned,149070.19999999998,55,2.2,High Value,0.0,149070.19999999998
ORD00055,CUST01586,2025-01-02 03:00:00,Shoes,Accessories,South,2,24952,UPI,Direct,49904,0,49904.0,36921.35334891556,12982.64665108444,Success,0.0,6,Completed,0.0,5,4.0,High Value,0.0,0.0
ORD00056,CUST03944,2025-01-02 03:30:00,TV,Electronics,South,4,10254,Net Banking,Instagram,41016,25,30762.0,20562.885463759725,10199.114536240275,Failed,30762.0,14,Completed,0.0,52,1.9,High Value,0.0,30762.0
ORD00057,CUST07556,2025-01-02 04:00:00,Headphones,Fashion,West,1,8867,Credit Card,Direct,8867,20,7093.6,4384.2508632366735,2709.349136763327,Success,0.0,12,Cancelled,0.0,13,1.6,Regular,0.0,0.0
ORD00058,CUST03074,2025-01-02 04:30:00,Kitchen Appliance,Accessories,South,1,23165,Credit Card,Direct,23165,5,22006.75,15020.586850632446,6986.163149367554,Success,0.0,10,Completed,0.0,122,3.0,At Risk,0.0,0.0
ORD00059,CUST01022,2025-01-02 05:00:00,Furniture,Fashion,West,3,46960,Credit Card,Email,140880,10,126792.0,76283.7807741489,50508.219225851106,Success,0.0,5,Completed,0.0,141,3.9,High Value At Risk,0.0,0.0
ORD00060,CUST03844,2025-01-02 05:30:00,Shoes,Accessories,South,3,22868,Net Banking,Direct,68604,10,61743.6,47186.84023569221,14556.75976430779,Success,0.0,4,Completed,0.0,2,2.9,High Value,0.0,0.0
ORD00061,CUST07990,2025-01-02 06:00:00,Furniture,Home,East,4,3103,Debit Card,Direct,12412,5,11791.4,7831.49133731709,3959.9086626829094,Success,0.0,10,Cancelled,0.0,107,3.0,At Risk,0.0,0.0
ORD00062,CUST09693,2025-01-02 06:30:00,Watch,Accessories,North,1,39684,UPI,Instagram,39684,15,33731.4,26388.925409638938,7342.474590361064,Success,0.0,6,Completed,0.0,90,1.0,High Value,0.0,0.0
ORD00063,CUST06874,2025-01-02 07:00:00,Shoes,Accessories,East,1,37306,Credit Card,Instagram,37306,25,27979.5,22795.249442365643,5184.250557634357,Success,0.0,13,Cancelled,0.0,159,2.8,At Risk,2797.9500000000003,2797.9500000000003
ORD00064,CUST05676,2025-01-02 07:30:00,Kitchen Appliance,Electronics,North,1,9683,Credit Card,Direct,9683,15,8230.55,6397.111328415667,1833.438671584332,Success,0.0,2,Completed,0.0,124,4.3,At Risk,0.0,0.0
ORD00065,CUST00162,2025-01-02 08:00:00,Smartphone,Electronics,East,2,15105,UPI,Instagram,30210,0,30210.0,20332.764219470522,9877.235780529478,Success,0.0,9,Completed,0.0,42,2.2,High Value,0.0,0.0
ORD00066,CUST04298,2025-01-02 08:30:00,Smartphone,Accessories,South,4,49168,Debit Card,Direct,196672,30,137670.4,80769.82245728445,56900.577542715546,Success,0.0,3,Completed,0.0,179,2.4,High Value At Risk,0.0,0.0
ORD00067,CUST00996,2025-01-02 09:00:00,Laptop,Accessories,West,3,33880,Net Banking,Email,101640,10,91476.0,71147.5404087169,20328.4595912831,Failed,91476.0,8,Returned,91476.0,122,3.1,High Value At Risk,0.0,182952.0
ORD00068,CUST07630,2025-01-02 09:30:00,Kitchen Appliance,Fashion,East,2,3006,Debit Card,Instagram,6012,0,6012.0,3552.253133985733,2459.746866014267,Success,0.0,8,Completed,0.0,149,1.3,At Risk,0.0,0.0
ORD00069,CUST09468,2025-01-02 10:00:00,Shoes,Accessories,West,4,42103,Net Banking,Email,168412,20,134729.6,103001.43583043056,31728.16416956944,Success,0.0,9,Completed,0.0,39,1.4,High Value,0.0,0.0
ORD00070,CUST01017,2025-01-02 10:30:00,Furniture,Electronics,East,4,3754,Debit Card,Google,15016,10,13514.4,11223.634628701233,2290.7653712987667,Success,0.0,7,Completed,0.0,47,1.5,Regular,0.0,0.0
ORD00071,CUST07870,2025-01-02 11:00:00,Laptop,Accessories,South,4,12630,UPI,Google,50520,25,37890.0,28078.675816616233,9811.324183383767,Success,0.0,12,Cancelled,0.0,14,1.3,High Value,0.0,0.0
ORD00072,CUST06440,2025-01-02 11:30:00,Shoes,Fashion,East,4,4327,UPI,Email,17308,0,17308.0,13007.964739663628,4300.035260336372,Failed,17308.0,5,Returned,17308.0,148,2.0,At Risk,0.0,34616.0
ORD00073,CUST07893,2025-01-02 12:00:00,Headphones,Fashion,North,3,12523,Net Banking,Direct,37569,0,37569.0,25875.456630114455,11693.543369885545,Failed,37569.0,1,Completed,0.0,64,2.8,High Value,0.0,37569.0
ORD00074,CUST06864,2025-01-02 12:30:00,Headphones,Accessories,South,3,32978,Credit Card,Instagram,98934,5,93987.29999999999,58514.21802814835,35473.081971851636,Success,0.0,11,Completed,0.0,125,2.2,High Value At Risk,0.0,0.0
ORD00075,CUST07917,2025-01-02 13:00:00,Kitchen Appliance,Electronics,North,1,34352,Debit Card,Email,34352,10,30916.8,20924.309788494218,9992.490211505781,Success,0.0,7,Completed,0.0,89,2.3,High Value,0.0,0.0
ORD00076,CUST08530,2025-01-02 13:30:00,Laptop,Home,West,3,34764,Net Banking,Instagram,104292,5,99077.4,76558.24546911757,22519.154530882428,Success,0.0,12,Completed,0.0,148,1.5,High Value At Risk,0.0,0.0
ORD00077,CUST00879,2025-01-02 14:00:00,Headphones,Accessories,North,3,45528,Debit Card,Email,136584,10,122925.6,96276.56417090571,26649.035829094297,Success,0.0,8,Completed,0.0,157,4.5,High Value At Risk,0.0,0.0
ORD00078,CUST09269,2025-01-02 14:30:00,Kitchen Appliance,Fashion,South,1,17008,Debit Card,Google,17008,25,12756.0,8942.888880730843,3813.111119269157,Success,0.0,2,Completed,0.0,136,1.1,At Risk,0.0,0.0
ORD00079,CUST04888,2025-01-02 15:00:00,Kitchen Appliance,Fashion,North,3,35419,Debit Card,Google,106257,5,100944.15,60380.056168184376,40564.09383181562,Success,0.0,3,Completed,0.0,114,3.1,High Value At Risk,0.0,0.0
ORD00080,CUST04860,2025-01-02 15:30:00,Headphones,Electronics,North,1,47935,Debit Card,Google,47935,10,43141.5,32233.719863673505,10907.780136326495,Success,0.0,11,Returned,43141.5,86,2.5,High Value,0.0,43141.5
ORD00081,CUST06332,2025-01-02 16:00:00,Furniture,Fashion,West,3,15012,Net Banking,Referral,45036,10,40532.4,29919.03030152111,10613.369698478891,Success,0.0,5,Completed,0.0,136,2.0,High Value At Risk,0.0,0.0
ORD00082,CUST08572,2025-01-02 16:30:00,Kitchen Appliance,Accessories,South,1,48909,UPI,Direct,48909,20,39127.200000000004,22258.121407360286,16869.07859263972,Success,0.0,12,Completed,0.0,112,2.2,High Value At Risk,0.0,0.0
ORD00083,CUST08685,2025-01-02 17:00:00,Smartphone,Home,West,3,20748,UPI,Instagram,62244,20,49795.200000000004,38470.304151280005,11324.89584872,Success,0.0,7,Completed,0.0,134,2.6,High Value At Risk,0.0,0.0
ORD00084,CUST07209,2025-01-02 17:30:00,Headphones,Electronics,West,1,42322,UPI,Referral,42322,15,35973.7,20872.585688878477,15101.11431112152,Success,0.0,3,Completed,0.0,177,3.3,High Value At Risk,0.0,0.0
ORD00085,CUST05277,2025-01-02 18:00:00,Smartphone,Fashion,South,1,32894,Debit Card,Email,32894,20,26315.2,20999.073495579363,5316.1265044206375,Success,0.0,13,Completed,0.0,19,1.8,Regular,0.0,0.0
ORD00086,CUST02063,2025-01-02 18:30:00,TV,Electronics,East,1,31093,Debit Card,Referral,31093,5,29538.35,21875.53455342043,7662.815446579567,Success,0.0,14,Completed,0.0,8,1.4,Regular,0.0,0.0
ORD00087,CUST00065,2025-01-02 19:00:00,Shoes,Accessories,South,3,5180,UPI,Email,15540,20,12432.0,10377.536036342008,2054.4639636579923,Success,0.0,3,Completed,0.0,55,1.4,Regular,0.0,0.0
ORD00088,CUST08007,2025-01-02 19:30:00,Smartphone,Home,East,1,939,Credit Card,Email,939,10,845.1,684.9243387680297,160.17566123197037,Success,0.0,1,Completed,0.0,115,1.7,At Risk,0.0,0.0
ORD00089,CUST02569,2025-01-02 20:00:00,Watch,Accessories,South,3,33604,Net Banking,Google,100812,25,75609.0,55522.052816639356,20086.947183360644,Success,0.0,11,Completed,0.0,179,1.2,High Value At Risk,0.0,0.0
ORD00090,CUST05464,2025-01-02 20:30:00,Watch,Electronics,North,2,4294,UPI,Direct,8588,0,8588.0,5212.125498077537,3375.8745019224634,Success,0.0,13,Completed,0.0,66,1.9,Regular,0.0,0.0
ORD00091,CUST02028,2025-01-02 21:00:00,Smartphone,Home,West,1,22396,UPI,Referral,22396,25,16797.0,12805.610787076865,3991.3892129231353,Success,0.0,8,Completed,0.0,40,1.0,Regular,0.0,0.0
ORD00092,CUST02696,2025-01-02 21:30:00,Smartphone,Accessories,North,1,30551,UPI,Instagram,30551,0,30551.0,17583.963392936363,12967.036607063637,Success,0.0,3,Completed,0.0,125,1.1,High Value At Risk,0.0,0.0
ORD00093,CUST09688,2025-01-02 22:00:00,Watch,Electronics,South,2,36098,Debit Card,Direct,72196,15,61366.6,34381.45347168534,26985.14652831466,Success,0.0,14,Cancelled,0.0,46,3.0,High Value,0.0,0.0
ORD00094,CUST05259,2025-01-02 22:30:00,Shoes,Home,East,1,41513,Credit Card,Instagram,41513,20,33210.4,23102.58306812851,10107.81693187149,Success,0.0,13,Completed,0.0,35,2.4,High Value,0.0,0.0
ORD00095,CUST05619,2025-01-02 23:00:00,Shoes,Electronics,South,3,2000,Net Banking,Google,6000,10,5400.0,3866.742839069663,1533.2571609303368,Success,0.0,10,Returned,5400.0,133,1.8,At Risk,0.0,5400.0
ORD00096,CUST06737,2025-01-02 23:30:00,Shoes,Accessories,East,4,6886,UPI,Google,27544,10,24789.600000000002,20870.276386546153,3919.3236134538492,Success,0.0,1,Completed,0.0,94,4.6,At Risk,0.0,0.0
ORD00097,CUST00392,2025-01-03 00:00:00,Watch,Electronics,West,4,13300,UPI,Direct,53200,0,53200.0,31584.390324332668,21615.609675667332,Success,0.0,5,Completed,0.0,9,2.7,High Value,0.0,0.0
ORD00098,CUST05893,2025-01-03 00:30:00,Kitchen Appliance,Fashion,South,1,27702,Credit Card,Google,27702,5,26316.899999999998,20813.309189753396,5503.590810246602,Success,0.0,6,Completed,0.0,56,2.9,Regular,0.0,0.0
ORD00099,CUST03562,2025-01-03 01:00:00,Headphones,Electronics,East,1,48527,UPI,Instagram,48527,30,33968.9,23028.286453581346,10940.613546418655,Success,0.0,12,Cancelled,0.0,53,1.6,High Value,0.0,0.0
ORD00100,CUST06185,2025-01-03 01:30:00,Smartphone,Fashion,South,1,41296,UPI,Referral,41296,10,37166.4,22293.18073354208,14873.21926645792,Success,0.0,3,Completed,0.0,34,1.4,High Value,0.0,0.0
ORD00101,CUST03100,2025-01-03 02:00:00,Shoes,Home,North,3,19285,Debit Card,Referral,57855,5,54962.25,39638.045962957854,15324.204037042146,Success,0.0,10,Completed,0.0,179,2.8,High Value At Risk,0.0,0.0
ORD00102,CUST06279,2025-01-03 02:30:00,Kitchen Appliance,Home,East,4,31263,Net Banking,Referral,125052,30,87536.4,60203.4178819392,27332.982118060798,Success,0.0,9,Completed,0.0,59,3.7,High Value,0.0,0.0
ORD00103,CUST08393,2025-01-03 03:00:00,TV,Accessories,East,1,47958,Net Banking,Direct,47958,5,45560.1,32851.84648749196,12708.25351250804,Success,0.0,6,Completed,0.0,134,2.2,High Value At Risk,0.0,0.0
ORD00104,CUST03105,2025-01-03 03:30:00,Watch,Electronics,North,3,23423,UPI,Instagram,70269,15,59728.65,35224.71213486557,24503.93786513443,Success,0.0,4,Completed,0.0,107,2.4,High Value At Risk,0.0,0.0
ORD00105,CUST07216,2025-01-03 04:00:00,Shoes,Fashion,West,2,22911,Net Banking,Referral,45822,10,41239.8,23532.057649452167,17707.742350547836,Success,0.0,10,Completed,0.0,129,2.2,High Value At Risk,0.0,0.0
ORD00106,CUST02455,2025-01-03 04:30:00,Furniture,Fashion,South,1,45925,Net Banking,Direct,45925,10,41332.5,23001.527439081587,18330.972560918413,Failed,41332.5,5,Completed,0.0,48,2.3,High Value,0.0,41332.5
ORD00107,CUST08997,2025-01-03 05:00:00,Furniture,Accessories,West,1,22885,Debit Card,Email,22885,10,20596.5,14085.871026759558,6510.628973240442,Success,0.0,12,Returned,20596.5,109,1.4,At Risk,0.0,20596.5
ORD00108,CUST02732,2025-01-03 05:30:00,Laptop,Electronics,South,1,24321,Net Banking,Instagram,24321,5,23104.95,14551.294442528244,8553.655557471757,Success,0.0,13,Returned,23104.95,179,3.0,At Risk,0.0,23104.95
ORD00109,CUST08155,2025-01-03 06:00:00,Laptop,Fashion,South,3,45182,Debit Card,Direct,135546,0,135546.0,80634.59826514861,54911.40173485139,Success,0.0,13,Completed,0.0,169,1.6,High Value At Risk,0.0,0.0
ORD00110,CUST09763,2025-01-03 06:30:00,Kitchen Appliance,Accessories,South,2,22235,UPI,Direct,44470,20,35576.0,22336.557595169354,13239.442404830646,Success,0.0,10,Completed,0.0,59,3.0,High Value,0.0,0.0
ORD00111,CUST05057,2025-01-03 07:00:00,Smartphone,Accessories,East,4,18022,Credit Card,Email,72088,15,61274.799999999996,50597.765384352475,10677.03461564752,Success,0.0,5,Completed,0.0,12,2.1,High Value,0.0,0.0
ORD00112,CUST08111,2025-01-03 07:30:00,Smartphone,Electronics,South,4,27807,Net Banking,Direct,111228,20,88982.40000000001,74175.36674948261,14807.033250517401,Success,0.0,12,Completed,0.0,47,1.2,High Value,0.0,0.0
ORD00113,CUST03841,2025-01-03 08:00:00,Smartphone,Electronics,South,4,19542,UPI,Referral,78168,25,58626.0,43754.13657942074,14871.863420579262,Success,0.0,10,Completed,0.0,117,3.0,High Value At Risk,0.0,0.0
ORD00114,CUST01029,2025-01-03 08:30:00,Furniture,Electronics,North,2,13813,UPI,Instagram,27626,10,24863.4,19133.670492748766,5729.729507251235,Success,0.0,13,Returned,24863.4,117,2.1,At Risk,0.0,24863.4
ORD00115,CUST07386,2025-01-03 09:00:00,Furniture,Fashion,North,4,2587,Credit Card,Instagram,10348,0,10348.0,8098.960575510333,2249.039424489667,Success,0.0,9,Completed,0.0,84,3.6,Regular,0.0,0.0
ORD00116,CUST00503,2025-01-03 09:30:00,Headphones,Accessories,East,1,36334,Credit Card,Instagram,36334,30,25433.8,20224.71500993843,5209.0849900615685,Success,0.0,7,Completed,0.0,172,3.4,At Risk,0.0,0.0
ORD00117,CUST06911,2025-01-03 10:00:00,Watch,Electronics,West,1,26021,Net Banking,Email,26021,30,18214.699999999997,13143.586631769005,5071.113368230992,Success,0.0,13,Cancelled,0.0,50,1.5,Regular,0.0,0.0
ORD00118,CUST09063,2025-01-03 10:30:00,Laptop,Home,East,2,5511,Net Banking,Direct,11022,10,9919.800000000001,7748.380736532565,2171.4192634674364,Success,0.0,11,Cancelled,0.0,151,2.3,At Risk,0.0,0.0
